Shipment_ID,Shipment_Date,Year,Month,Cargo_Season,Commodity_Type,Commodity_Risk_Level,Shipper_Company_Name,Shipper_Compliance_Score,Consignee_Company_Name,Consignee_Compliance_Score,Shipment_Value_USD,Weight_KG,Previous_Violations,Missing_Documents,Inspection_Required
SHP08375,2025-09-30,2025,9,Regular,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,53257,23594,2,No,0
SHP08376,2022-08-09,2022,8,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Saudi Medical Supplies,77,11814,29708,4,No,0
SHP08377,2023-01-19,2023,1,Regular,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,324011,24356,2,No,0
SHP08378,2024-12-24,2024,12,Year_End_Peak,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,12702,22957,4,No,0
SHP08379,2023-12-02,2023,12,Year_End_Peak,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,60419,23661,3,Yes,1
SHP08380,2025-05-02,2025,5,Regular,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,385932,1258,2,No,0
SHP08381,2024-04-04,2024,4,Eid,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,162070,7837,1,No,0
SHP08382,2025-06-10,2025,6,Hajj,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,491065,20593,3,No,0
SHP08383,2024-05-20,2024,5,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,73811,20231,4,No,0
SHP08384,2025-10-13,2025,10,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Jeddah Pharma Distribution,53,281035,16195,7,No,1
SHP08385,2024-02-15,2024,2,Regular,Agricultural Products,Low,Green Farm Exports,83,Riyadh Farm Supplies,81,121463,3884,1,No,0
SHP08386,2022-06-27,2022,6,Hajj,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,107210,2910,7,No,1
SHP08387,2025-06-20,2025,6,Hajj,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,44526,4459,1,No,0
SHP08388,2023-10-11,2023,10,Regular,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,28495,907,4,No,1
SHP08389,2022-09-29,2022,9,Regular,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,465176,11351,2,No,0
SHP08390,2023-10-01,2023,10,Regular,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,363471,1392,0,No,0
SHP08391,2022-03-30,2022,3,Ramadan,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,417561,29004,1,No,0
SHP08392,2024-11-27,2024,11,Year_End_Peak,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,84304,24143,4,No,0
SHP08393,2025-10-17,2025,10,Regular,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,76742,25573,4,No,0
SHP08394,2023-03-06,2023,3,Ramadan,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,482308,17813,2,No,0
SHP08395,2025-09-26,2025,9,Regular,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,26025,13765,5,No,0
SHP08396,2023-01-28,2023,1,Regular,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,130505,29144,3,No,0
SHP08397,2024-01-05,2024,1,Regular,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,46698,1884,0,No,0
SHP08398,2023-09-07,2023,9,Regular,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,151415,3867,2,No,0
SHP08399,2023-01-17,2023,1,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,387969,18317,5,No,1
SHP08400,2023-04-17,2023,4,Eid,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,476896,8943,1,No,0
SHP08401,2024-05-06,2024,5,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,151195,28822,4,No,0
SHP08402,2024-05-22,2024,5,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,177434,14645,1,No,0
SHP08403,2023-05-24,2023,5,Regular,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,78584,17721,2,No,0
SHP08404,2023-11-25,2023,11,Year_End_Peak,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,278957,6812,5,No,1
SHP08405,2024-02-29,2024,2,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Jeddah Pharma Distribution,53,286004,15458,8,No,1
SHP08406,2022-08-16,2022,8,Regular,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,217205,25557,0,No,0
SHP08407,2025-07-14,2025,7,Hajj,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,299902,13022,2,No,0
SHP08408,2023-01-03,2023,1,Regular,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,348968,4554,6,No,0
SHP08409,2022-03-04,2022,3,Ramadan,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,97118,4096,0,No,0
SHP08410,2023-10-05,2023,10,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,262476,14969,2,No,0
SHP08411,2023-01-19,2023,1,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,64388,16386,5,No,1
SHP08412,2024-12-12,2024,12,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,110540,27102,2,No,0
SHP08413,2024-05-05,2024,5,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Jeddah Pharma Distribution,53,255375,23848,8,No,1
SHP08414,2023-05-15,2023,5,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,234900,29510,4,No,1
SHP08415,2022-09-03,2022,9,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,469628,353,1,No,0
SHP08416,2023-08-28,2023,8,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,382809,10504,7,No,1
SHP08417,2022-08-03,2022,8,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,12291,14701,6,No,0
SHP08418,2025-04-06,2025,4,Eid,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,329630,15128,1,No,0
SHP08419,2022-10-21,2022,10,Regular,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,470783,4399,0,No,0
SHP08420,2023-11-01,2023,11,Year_End_Peak,Textiles,Low,ABC Textile Mills,94,Riyadh Garment Trading,87,283782,5466,0,No,0
SHP08421,2024-11-29,2024,11,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,261760,6511,5,No,1
SHP08422,2024-03-20,2024,3,Ramadan,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,474655,992,0,No,0
SHP08423,2025-03-26,2025,3,Ramadan,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,159069,4313,4,Yes,0
SHP08424,2023-01-14,2023,1,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,123717,22676,8,No,1
SHP08425,2022-12-10,2022,12,Year_End_Peak,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,159699,11369,0,No,0
SHP08426,2024-05-19,2024,5,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,61776,11170,8,No,1
SHP08427,2023-03-19,2023,3,Ramadan,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,400156,12499,0,No,0
SHP08428,2025-03-03,2025,3,Ramadan,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,284518,4835,1,No,0
SHP08429,2024-01-23,2024,1,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,362989,5697,1,Yes,0
SHP08430,2025-05-14,2025,5,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,492016,28300,2,No,0
SHP08431,2022-09-19,2022,9,Regular,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,192805,4688,4,No,0
SHP08432,2024-02-19,2024,2,Regular,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,453818,11448,3,No,0
SHP08433,2023-02-23,2023,2,Regular,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,389472,27836,2,No,0
SHP08434,2023-05-09,2023,5,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,226557,10624,6,No,0
SHP08435,2023-05-07,2023,5,Regular,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,124768,24757,2,No,0
SHP08436,2025-01-18,2025,1,Regular,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,371878,4126,0,No,0
SHP08437,2023-07-29,2023,7,Hajj,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,246411,24151,3,No,0
SHP08438,2025-03-12,2025,3,Ramadan,Electronics,Medium,Samsung Electronics Export,71,Riyadh Digital Traders,83,101451,18968,1,No,0
SHP08439,2022-12-05,2022,12,Year_End_Peak,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,411707,24074,2,No,0
SHP08440,2025-12-07,2025,12,Year_End_Peak,Machinery,Medium,Heavy Equipment Exporters,70,Jeddah Machinery Traders,49,169074,29154,14,No,0
SHP08441,2025-11-15,2025,11,Year_End_Peak,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,120686,15670,0,Yes,0
SHP08442,2022-04-25,2022,4,Eid,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,421878,28293,2,Yes,1
SHP08443,2025-04-15,2025,4,Eid,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,83594,9526,4,No,0
SHP08444,2024-01-05,2024,1,Regular,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,172337,3617,1,No,0
SHP08445,2024-12-02,2024,12,Year_End_Peak,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,349998,12287,8,No,1
SHP08446,2024-10-27,2024,10,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,222719,25007,2,No,0
SHP08447,2025-02-28,2025,2,Regular,Agricultural Products,Low,Green Farm Exports,83,Riyadh Farm Supplies,81,168878,24900,2,No,0
SHP08448,2022-09-28,2022,9,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,69557,506,2,No,0
SHP08449,2025-09-24,2025,9,Regular,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,459698,5251,1,No,0
SHP08450,2024-09-09,2024,9,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,79820,7665,1,No,0
SHP08451,2025-07-04,2025,7,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,295860,20395,6,No,0
SHP08452,2023-02-11,2023,2,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,366687,21609,2,No,0
SHP08453,2023-09-12,2023,9,Regular,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,253577,8685,0,No,0
SHP08454,2022-12-18,2022,12,Year_End_Peak,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,15735,13120,1,No,0
SHP08455,2023-03-14,2023,3,Ramadan,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,143704,22721,0,No,0
SHP08456,2024-11-05,2024,11,Year_End_Peak,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,446070,29515,1,No,0
SHP08457,2022-04-24,2022,4,Eid,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,3273,16084,0,No,0
SHP08458,2025-03-07,2025,3,Ramadan,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,455566,27128,4,No,0
SHP08459,2024-08-21,2024,8,Regular,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,161120,2842,0,No,0
SHP08460,2025-01-27,2025,1,Regular,Textiles,Low,ABC Textile Mills,94,Riyadh Garment Trading,87,466094,683,1,No,0
SHP08461,2023-05-28,2023,5,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,242686,26168,6,No,0
SHP08462,2022-07-28,2022,7,Hajj,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,478620,24118,1,No,0
SHP08463,2023-01-23,2023,1,Regular,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,159184,23124,4,No,0
SHP08464,2025-12-22,2025,12,Year_End_Peak,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,339226,15657,5,No,0
SHP08465,2025-12-19,2025,12,Year_End_Peak,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,290964,8545,1,No,0
SHP08466,2023-10-31,2023,10,Regular,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,88745,25975,2,No,0
SHP08467,2025-07-06,2025,7,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Riyadh Auto Traders,77,49732,14502,2,No,0
SHP08468,2024-12-20,2024,12,Year_End_Peak,Pharmaceuticals,High,Sun Pharma Logistics,42,Jeddah Pharma Distribution,53,83164,18382,8,No,1
SHP08469,2025-01-22,2025,1,Regular,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,246632,8220,1,No,0
SHP08470,2025-02-07,2025,2,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,332369,11172,13,No,1
SHP08471,2022-03-10,2022,3,Ramadan,Automotive Parts,Medium,Premium Auto Exports,81,Riyadh Auto Traders,77,48030,28617,2,No,0
SHP08472,2023-03-20,2023,3,Ramadan,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,234080,25204,5,No,1
SHP08473,2025-09-14,2025,9,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,163980,17109,2,No,0
SHP08474,2024-07-30,2024,7,Hajj,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,325158,28961,2,No,0
SHP08475,2023-11-15,2023,11,Year_End_Peak,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,488387,14343,1,No,0
SHP08476,2022-03-17,2022,3,Ramadan,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,448391,25880,2,No,0
SHP08477,2022-03-16,2022,3,Ramadan,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,150907,26180,2,No,0
SHP08478,2024-02-03,2024,2,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,8914,15613,10,No,1
SHP08479,2023-02-16,2023,2,Regular,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,452720,8581,0,No,0
SHP08480,2022-06-30,2022,6,Hajj,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,434956,22249,1,No,0
SHP08481,2023-08-06,2023,8,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,17065,8131,1,No,0
SHP08482,2024-09-15,2024,9,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,108235,8563,2,No,0
SHP08483,2024-02-16,2024,2,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,103801,1193,5,No,1
SHP08484,2025-01-29,2025,1,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,77971,5887,5,No,0
SHP08485,2025-08-23,2025,8,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,378577,23579,2,No,0
SHP08486,2024-01-26,2024,1,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,405493,17221,4,No,0
SHP08487,2025-01-28,2025,1,Regular,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,169752,25032,2,No,0
SHP08488,2022-02-16,2022,2,Regular,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,449017,4347,1,No,0
SHP08489,2024-05-24,2024,5,Regular,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,383424,4758,6,No,0
SHP08490,2022-10-13,2022,10,Regular,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,227214,5475,0,No,0
SHP08491,2025-05-21,2025,5,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Jeddah Consumer Imports,60,2686,7583,4,No,0
SHP08492,2025-04-15,2025,4,Eid,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,248512,13212,2,No,0
SHP08493,2025-09-14,2025,9,Regular,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,380793,24692,1,No,0
SHP08494,2023-10-07,2023,10,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,230333,8965,6,No,1
SHP08495,2022-03-31,2022,3,Ramadan,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,224042,3373,4,No,1
SHP08496,2024-01-12,2024,1,Regular,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,281629,6956,0,No,0
SHP08497,2023-09-26,2023,9,Regular,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,90599,11843,0,No,0
SHP08498,2022-04-17,2022,4,Eid,Pharmaceuticals,High,Cipla Pharma Exports,65,Saudi Medical Supplies,77,343904,11727,1,No,0
SHP08499,2022-07-07,2022,7,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,99301,23379,2,No,0
SHP08500,2023-06-19,2023,6,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,20103,3560,5,No,1
SHP08501,2023-05-24,2023,5,Regular,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,280810,16294,1,Yes,0
SHP08502,2023-10-20,2023,10,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,180804,16278,7,No,1
SHP08503,2022-07-04,2022,7,Hajj,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,293202,14471,2,No,0
SHP08504,2025-03-01,2025,3,Ramadan,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,136767,27368,3,Yes,0
SHP08505,2024-01-17,2024,1,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,86539,23068,2,No,0
SHP08506,2022-11-01,2022,11,Year_End_Peak,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,434843,19974,1,No,0
SHP08507,2024-09-23,2024,9,Regular,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,37248,13783,2,No,0
SHP08508,2025-05-20,2025,5,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,253476,15919,6,No,1
SHP08509,2025-04-18,2025,4,Eid,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,365703,1277,9,No,1
SHP08510,2023-03-02,2023,3,Ramadan,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,317948,4883,3,No,0
SHP08511,2023-08-18,2023,8,Regular,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,20473,22989,6,No,0
SHP08512,2025-01-22,2025,1,Regular,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,107950,12008,2,No,1
SHP08513,2023-10-09,2023,10,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,286627,16681,3,No,0
SHP08514,2023-11-07,2023,11,Year_End_Peak,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,339001,1459,4,No,0
SHP08515,2023-05-10,2023,5,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,157176,22140,4,No,0
SHP08516,2022-04-26,2022,4,Eid,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,463749,29663,0,Yes,0
SHP08517,2025-03-18,2025,3,Ramadan,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,345009,11338,2,No,0
SHP08518,2022-08-13,2022,8,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,441365,25033,3,No,0
SHP08519,2022-07-20,2022,7,Hajj,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,50379,7642,4,No,1
SHP08520,2023-07-07,2023,7,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,332090,8324,2,No,1
SHP08521,2022-08-11,2022,8,Regular,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,471688,28969,3,No,0
SHP08522,2022-09-18,2022,9,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,412066,490,0,No,0
SHP08523,2022-05-24,2022,5,Regular,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,206129,26530,4,No,1
SHP08524,2023-04-01,2023,4,Eid,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,135635,9651,1,No,0
SHP08525,2024-01-10,2024,1,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,142673,10472,14,No,1
SHP08526,2024-12-02,2024,12,Year_End_Peak,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,348460,23799,2,No,0
SHP08527,2022-06-13,2022,6,Hajj,Pharmaceuticals,High,Sun Pharma Logistics,42,Jeddah Pharma Distribution,53,418337,760,4,No,1
SHP08528,2025-11-11,2025,11,Year_End_Peak,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,205852,26403,6,No,1
SHP08529,2023-01-24,2023,1,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,280836,21716,8,No,1
SHP08530,2023-02-13,2023,2,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,383264,16545,1,No,0
SHP08531,2022-11-21,2022,11,Year_End_Peak,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,136145,3876,0,No,0
SHP08532,2022-05-10,2022,5,Regular,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,305252,28565,4,No,0
SHP08533,2024-10-25,2024,10,Regular,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,351583,10464,2,No,0
SHP08534,2022-02-25,2022,2,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,483171,22951,3,No,0
SHP08535,2025-09-20,2025,9,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,483559,5885,5,No,1
SHP08536,2022-10-23,2022,10,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,422555,27955,3,No,0
SHP08537,2025-06-26,2025,6,Hajj,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,170372,21490,1,No,0
SHP08538,2023-02-17,2023,2,Regular,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,168931,28475,0,No,0
SHP08539,2022-12-19,2022,12,Year_End_Peak,Textiles,Low,ABC Textile Mills,94,Riyadh Garment Trading,87,449044,21256,0,No,0
SHP08540,2024-05-30,2024,5,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Saudi Medical Supplies,77,104252,27851,2,No,0
